X.RIC,type,primary_id,suffix_id,series_description,first_traded,first_notice,expires,settle_date,expiration_detail,underlying_RIC
LGOK1,future_series,LGO,K1,GAS OIL MAY1,2000-05-11,,2011-05-12,2011-05-14,10-MAY-2001->12-MAY-2011,
LGOM1,future_series,LGO,M1,GAS OIL JUN1,1999-10-01,,2011-06-10,2011-06-11,12-JUN-2001->10-JUN-2011,
LGON1,future_series,LGO,N1,GAS OIL JUL1,2000-07-12,,2011-07-12,2011-07-12,12-JUL-2001->12-JUL-2011,
LGOQ1,future_series,LGO,Q1,GAS OIL AUG1,2000-08-11,,2011-08-11,2011-08-11,10-AUG-2001->11-AUG-2011,
LGOU1,future_series,LGO,U1,GAS OIL SEP1,1999-10-01,,2011-09-12,2011-09-12,12-SEP-2001->12-SEP-2011,
LGOV1,future_series,LGO,V1,GAS OIL OCT1,2000-10-12,,2011-10-12,2011-10-12,11-OCT-2001->12-OCT-2011,
LGOX1,future_series,LGO,X1,GAS OIL NOV1,2000-11-10,,2011-11-10,2011-11-10,12-NOV-2001->10-NOV-2011,
LGOZ1,future_series,LGO,Z1,GAS OIL DEC1,1999-10-01,,2011-12-12,2011-12-12,12-DEC-2001->12-DEC-2011,
LSUH1,future_series,LSU,H1,SUGAR NO5 MAR1,1999-09-16,,2011-02-11,2011-02-13,13-FEB-2001->11-FEB-2011,
LSUK1,future_series,LSU,K1,SUGAR NO5 MAY1,1999-11-15,,2011-04-29,2011-04-30,12-APR-2001->15-APR-2011,
LSUQ1,future_series,LSU,Q1,SUGAR NO5 AUG1,2000-02-15,,2011-07-15,2011-07-15,16-JUL-2001->16-JUL-2011->15-JUL-2011,
LSUV1,future_series,LSU,V1,SUGAR NO5 OCT1,2000-04-15,,2011-09-15,2011-09-15,14-SEP-2001->15-SEP-2011,
LSUZ1,future_series,LSU,Z1,SUGAR NO5 DEC1,2000-07-17,,2011-06-26,2011-06-27,16-NOV-2001->15-NOV-2001->15-NOV-2011,
MCIH1,future_series,MCI,H1,E-MIN MSCI MAR1->EMIN MSCI MAR1,2010-02-09,,2011-03-18,2011-03-19,18-MAR-2011,.EFD
MCIM1,future_series,MCI,M1,E-MIN MSCI JUN1->EMIN MSCI JUN1,2010-02-09,,2011-06-17,2011-06-20,17-JUN-2011,.EFD
MCIU1,future_series,MCI,U1,E-MIN MSCI SEP1->EMIN MSCI SEP1,2010-03-23,,2011-09-16,2011-09-16,16-SEP-2011,.EFD
MCIZ1,future_series,MCI,Z1,E-MIN MSCI DEC1->EMIN MSCI DEC1,2010-06-19,,2011-12-16,2011-12-16,16-DEC-2011,.EFD
MWEH1,future_series,MWE,H1,SPG WHT MAR1,2009-03-14,,2011-03-14,2011-03-19,14-MAR-2011,
MWEK1,future_series,MWE,K1,SPG WHT MAY1,2009-05-15,,2011-05-13,2011-05-14,13-MAY-2011,
MWEN1,future_series,MWE,N1,SPG WHT JUL1,2009-07-15,,2011-07-14,2011-07-14,14-JUL-2011,
MWEU1,future_series,MWE,U1,SPG WHT SEP1,2009-09-15,,2011-09-14,2011-09-14,14-SEP-2011,
MWEZ1,future_series,MWE,Z1,SPG WHT DEC1,2009-12-15,,2011-12-14,2011-12-14,14-DEC-2011,
NGF1,future_series,NG,F1,NATURAL GAS Jan1->NATURAL GAS JAN1->NAT GAS JAN11,1997-12-30,,2010-12-28,2010-12-31,27-DEC-2000->28-DEC-2010->29-DEC-2010->28-DEC-2010,
NGG1,future_series,NG,G1,NATURAL GAS Feb1->NATURAL GAS FEB1->NAT GAS FEB11,1998-01-29,,2011-01-27,2011-01-29,29-JAN-2001->26-JAN-2011->27-JAN-2011,
NGH1,future_series,NG,H1,NATURAL GAS Mar1->NATURAL GAS MAR1->NAT GAS MAR11,1998-02-26,,2011-02-24,2011-02-26,26-FEB-2001->24-FEB-2011->23-FEB-2011->24-FEB-2011,
NGJ1,future_series,NG,J1,NATURAL GAS Apr1->NATURAL GAS APR1->NAT GAS APR11,1998-03-28,,2011-03-29,2011-04-02,28-MAR-2001->28-MAR-2011->29-MAR-2011,
NGK1,future_series,NG,K1,NATURAL GAS May1->NATURAL GAS MAY1->NAT GAS MAY11,1998-04-29,,2011-03-27,2011-04-30,26-APR-2001->26-APR-2011->27-APR-2011,
NGM1,future_series,NG,M1,NATURAL GAS Jun1->NATURAL GAS JUN1->NAT GAS JUN11,1998-05-28,,2011-05-26,2011-05-28,29-MAY-2001->27-MAY-2011->26-MAY-2011,
NGN1,future_series,NG,N1,NATURAL GAS Jul1->NATURAL GAS JUL1->NAT GAS JUL11,1998-06-27,,2011-06-28,2011-06-28,27-JUN-2001->28-JUN-2011,
NGQ1,future_series,NG,Q1,NATURAL GAS Aug1->NATURAL GAS AUG1->NAT GAS AUG11,1998-07-30,,2011-07-27,2011-07-27,27-JUL-2001->27-JUL-2011,
NGU1,future_series,NG,U1,NATURAL GAS Sep1->NATURAL GAS SEP1->NAT GAS SEP11,1998-08-28,,2011-08-29,2011-08-29,29-AUG-2001->29-AUG-2011,
NGV1,future_series,NG,V1,NATURAL GAS Oct1->NATURAL GAS OCT1->NAT GAS OCT11,1998-09-29,,2011-09-28,2011-09-28,26-SEP-2001->28-SEP-2011,
NGX1,future_series,NG,X1,NATURAL GAS Nov1->NATURAL GAS NOV1->NAT GAS NOV11,1998-10-29,,2011-10-27,2011-10-27,29-OCT-2001->27-OCT-2011,
NGZ1,future_series,NG,Z1,NATURAL GAS Dec1->NATURAL GAS DEC1->NAT GAS DEC11,1998-11-25,,2011-11-28,2011-11-28,28-NOV-2001->28-NOV-2011,
NIYH1,future_series,NIY,H1,YEN NIKKEI MAR1,2009-04-04,,2011-03-10,2011-03-12,10-MAR-2011,.N225
NIYM1,future_series,NIY,M1,YEN NIKKEI JUN1,2009-04-04,,2011-06-09,2011-06-25,09-JUN-2011,.N225
NIYU1,future_series,NIY,U1,YEN NIKKEI SEP1,2009-04-04,,2011-09-08,2011-09-08,08-SEP-2011,.N225
NIYZ1,future_series,NIY,Z1,YEN NIKKEI DEC1,2009-04-04,,2011-12-08,2011-12-08,08-DEC-2011,.N225
NKDH1,future_series,NKD,H1,NIK STK AV MAR1,2010-03-12,,2011-03-10,2011-03-12,10-MAR-2011,.N225
NKDM1,future_series,NKD,M1,NIK STK AV JUN1,2010-06-11,,2011-06-09,2011-06-25,09-JUN-2011,.N225
NKDU1,future_series,NKD,U1,NIK STK AV SEP1,2010-09-10,,2011-09-08,2011-09-08,08-SEP-2011,.N225
NKDZ1,future_series,NKD,Z1,NIK STK AV DEC1,2010-12-10,,2011-12-08,2011-12-08,08-DEC-2011,.N225
NQH1,future_series,NQ,H1,NASD E-MINI Mar1->NASD E-MINI MAR1->NAS EMIN MAR1,2000-03-18,,2011-03-18,2011-03-19,16-MAR-2001->18-MAR-2011->17-MAR-2011->18-MAR-2011,.NDX
NQM1,future_series,NQ,M1,NASD E-MINI Jun1->NASD E-MINI JUN1->NAS EMIN JUN1,2000-06-20,,2011-06-17,2011-06-25,15-JUN-2001->17-JUN-2011,.NDX
NQU1,future_series,NQ,U1,NASD E-MINI Sep1->NASD E-MINI SEP1->NAS EMIN SEP1,2000-09-16,,2011-09-16,2011-09-16,21-SEP-2001->16-SEP-2011,.NDX
NQZ1,future_series,NQ,Z1,NASD E-MINI Dec1->NAS EMIN DEC1,2000-12-15,,2011-12-16,2011-12-16,21-DEC-2001->16-DEC-2011,.NDX
OJF1,future_series,OJ,F1,FROZEN OJ Jan1->FCOJ-1 Jan1->ICE FCOJ-1 JAN1,1999-01-12,,2011-01-10,2011-01-15,13-JAN-2001->10-JAN-2001->10-JAN-2011,
OJH1,future_series,OJ,H1,FROZEN OJ Mar1->FCOJ-1 Mar1->ICE FCOJ-1 MAR1,1999-05-11,,2011-03-11,2011-03-12,10-MAR-2001->12-MAR-2001->10-MAR-2001->12-MAR-2001->11-MAR-2011,
OJK1,future_series,OJ,K1,FROZEN OJ May1->FCOJ-1 May1->ICE FCOJ-1 MAY1->ICE FCOJ-A MAY1,1999-07-10,,2011-05-10,2011-05-14,11-MAY-2001->10-MAY-2001->10-MAY-2011,
OJN1,future_series,OJ,N1,FROZEN OJ Jul1->FCOJ-1 Jul1->ICE FCOJ-1 JUL1->ICE FCOJ-A JUL1,1999-09-11,,2011-06-26,2011-06-27,11-JUL-2001->11-JUL-2011,
OJU1,future_series,OJ,U1,FCOJ-1 Sep1->ICE FCOJ-1 SEP1->ICE FCOJ-A SEP1,1999-11-10,,2011-09-12,2011-09-12,10-SEP-2001->12-SEP-2011,
OJX1,future_series,OJ,X1,FCOJ-1 Nov1->ICE FCOJ-1 NOV1->ICE FCOJ-A NOV1,2000-01-11,,2011-11-09,2011-11-09,09-NOV-2001->08-NOV-2001->09-NOV-2011,
RBF1,future_series,RB,F1,NY RBOB JAN1,2008-01-01,,2010-12-31,2010-12-31,31-DEC-2010->30-DEC-2010->31-DEC-2010->30-DEC-2010->31-DEC-2010,
RBG1,future_series,RB,G1,NY RBOB FEB1,2008-02-01,,2011-01-31,2011-02-05,31-JAN-2011,
RBH1,future_series,RB,H1,NY RBOB MAR1,2008-03-02,,2011-02-28,2011-03-05,28-FEB-2011,
RBJ1,future_series,RB,J1,NY RBOB APR1,2008-03-31,,2011-03-31,2011-04-02,31-MAR-2011,
RBK1,future_series,RB,K1,NY RBOB MAY1,2008-04-30,,2011-04-29,2011-05-02,29-APR-2011,
RBM1,future_series,RB,M1,NY RBOB JUN1,2008-05-31,,2011-05-31,2011-06-04,31-MAY-2011,
RBN1,future_series,RB,N1,NY RBOB JUL1,2008-06-30,,2011-06-30,2011-06-27,30-JUN-2011,
RBQ1,future_series,RB,Q1,NY RBOB AUG1,2008-07-31,,2011-07-29,2011-07-29,29-JUL-2011,
RBU1,future_series,RB,U1,NY RBOB SEP1,2008-08-30,,2011-08-31,2011-08-31,31-AUG-2011,
RBV1,future_series,RB,V1,NY RBOB OCT1,2008-09-30,,2011-09-30,2011-09-30,30-SEP-2011,
RBX1,future_series,RB,X1,NY RBOB NOV1,2008-11-01,,2011-10-31,2011-10-31,31-OCT-2011,
RBZ1,future_series,RB,Z1,NY RBOB DEC1,2008-11-29,,2011-11-30,2011-11-30,30-NOV-2011,
RSF1,future_series,RS,F1,CANOLA Jan1->ICE CANOLA JAN1,1999-11-20,,2011-01-14,2011-01-15,22-JAN-2001->14-JAN-2011,
RSH1,future_series,RS,H1,CANOLA Mar1->ICE CANOLA MAR1,2000-03-23,,2011-03-14,2011-03-19,21-MAR-2001->16-MAR-2001->21-MAR-2001->14-MAR-2011,
RSK1,future_series,RS,K1,CANOLA May1->ICE CANOLA MAY1,2000-05-20,,2011-05-13,2011-05-14,21-MAY-2001->22-MAY-2001->13-MAY-2011,
RSN1,future_series,RS,N1,CANOLA Jul1->ICE CANOLA JUL1,2000-07-21,,2011-07-14,2011-07-14,20-JUL-2001->14-JUL-2011,
RSX1,future_series,RS,X1,CANOLA Nov1->ICE CANOLA NOV1,2000-08-09,,2011-11-14,2011-11-14,20-NOV-2001->21-NOV-2001->14-NOV-2011->25-NOV-2011->14-NOV-2011,
SBH1,future_series,SB,H1,SUGAR 11 Mar1->ICE SUG11 MAR1,1999-02-27,,2011-02-28,2011-03-05,01-MAR-2001->28-FEB-2001->28-FEB-2011,
SBK1,future_series,SB,K1,SUGAR 11 May1->ICE SUG11 MAY1,1999-05-01,,2011-04-29,2011-04-30,30-APR-2001->29-APR-2011,
SBN1,future_series,SB,N1,SUGAR 11 Jul1->ICE SUG11 JUL1,1999-07-01,,2011-06-30,2011-06-27,29-JUN-2001->30-JUN-2011,
SBV1,future_series,SB,V1,SUGAR 11 Oct1->SUGAR 11 OCT1->SUGAR 11 Oct1->ICE SUG11 OCT1,1999-10-01,,2011-09-30,2011-09-30,28-SEP-2001->02-OCT-2001->28-SEP-2001->30-SEP-2011,
STXEH1,future_series,STXE,H1,EURO STXX50 MAR1->ESTX 50 MAR1,2000-06-16,,2011-03-18,2011-03-20,16-MAR-2001->18-MAR-2011,.STOXX50E
STXEM1,future_series,STXE,M1,EURO STXX50 JUN1->ESTX 50 JUN1,2000-09-14,,2011-06-17,2011-06-18,15-JUN-2001->17-JUN-2011,.STOXX50E
STXEU1,future_series,STXE,U1,EURO STXX50 SEP1->ESTX 50 SEP1,2000-12-15,,2011-09-16,2011-09-16,21-SEP-2001->16-SEP-2011,.STOXX50E
STXEZ1,future_series,STXE,Z1,EURO STXX50 DEC1->ESTX 50 DEC1,2001-03-16,,2011-12-16,2011-12-16,21-DEC-2001->16-DEC-2011,.STOXX50E
SXFH1,future_series,SXF,H1,S&P/CDA 60 Mar1->S&P/CDA 60 MAR1,2000-03-18,,2011-03-17,2011-03-19,21-MAR-2001->16-MAR-2001->17-MAR-2011,.SPTSE
SXFM1,future_series,SXF,M1,S&P/CDA 60 Jun1->S&P/CDA 60 JUN1,2000-06-17,,2011-06-16,2011-06-18,20-JUN-2001->15-JUN-2001->16-JUN-2011,.SPTSE
SXFU1,future_series,SXF,U1,S&P/CDA 60 Sep1->S&P/CDA 60 SEP1,2000-11-09,,2011-09-15,2011-09-15,19-SEP-2001->21-SEP-2001->19-SEP-2001->20-SEP-2001->15-SEP-2011,.SPTSE
SXFZ1,future_series,SXF,Z1,S&P/CDA 60 Dec1->S&P/CDA 60 DEC1,2000-12-16,,2011-12-15,2011-12-15,19-DEC-2001->20-DEC-2001->15-DEC-2011,.SPTSE
TFSH1,future_series,TFS,H1,ICE MiRU2K MAR1->MiRU2K MAR1,2010-03-20,,2011-03-18,2011-03-19,18-MAR-2011,.TOY
TFSM1,future_series,TFS,M1,ICE MiRU2K JUN1->MiRU2K JUN1,2010-06-18,,2011-06-17,2011-06-18,17-JUN-2011,.TOY
TFSU1,future_series,TFS,U1,MiRU2K SEP1,2010-09-17,,2011-09-16,2011-09-16,16-SEP-2011,.TOY
TFSZ1,future_series,TFS,Z1,MiRU2K DEC1,2010-12-17,,2011-12-16,2011-12-16,16-DEC-2011,.TOY
UROH1,future_series,URO,H1,EURO FX Mar1->EURO FX MAR1,1999-09-14,,2011-03-14,2011-03-19,19-MAR-2001->14-MAR-2011,EURUSDFIX=FBNY->EURFIX16=->EUR=
UROM1,future_series,URO,M1,EURO FX Jun1->EURO FX JUN1,1999-12-14,,2011-06-13,2011-06-25,18-JUN-2001->13-JUN-2011,EURUSDFIX=FBNY->EURFIX16=->EUR=
UROU1,future_series,URO,U1,EURO FX Sep1->EURO FX SEP1,2000-03-14,,2011-09-19,2011-09-19,17-SEP-2001->19-SEP-2001->17-SEP-2001->19-SEP-2011,EURFIX16=->EUR=
UROZ1,future_series,URO,Z1,EURO FX Dec1->EURO FX DEC1,2000-06-17,,2011-12-19,2011-12-19,17-DEC-2001->19-DEC-2001->17-DEC-2001->19-DEC-2011,EUR=
YMH1,future_series,YM,H1,DM FUTS Mar1->DJ MINI($5) MAR1,2000-03-14,,2011-03-18,2011-03-19,19-MAR-2001->18-MAR-2011,.DJI
YMM1,future_series,YM,M1,DM FUTS Jun1->DJ MINI($5) JUN1,2000-06-20,,2011-06-17,2011-06-18,18-JUN-2001->17-JUN-2011,.DJI
YMU1,future_series,YM,U1,DM FUTS Sep1->DJ MINI($5) SEP1,2000-09-19,,2011-09-16,2011-09-16,17-SEP-2001->19-SEP-2001->17-SEP-2001->16-SEP-2011,.DJI
YMZ1,future_series,YM,Z1,DM FUTS Dec1->DJ MINI($5) DEC1,2001-03-20,,2011-12-16,2011-12-16,17-DEC-2001->19-DEC-2001->17-DEC-2001->16-DEC-2011,.DJI
ZBH1,future_series,ZB,H1,PJA T BONDS Mar1->ace T BONDS Mar1->US T BONDS MAR1,1998-09-26,,2011-03-22,2011-03-26,21-MAR-2001->22-MAR-2011,
ZBM1,future_series,ZB,M1,PJA T BONDS Jun1->ace T BONDS Jun1->US T BONDS JUN1,1998-09-26,,2011-06-21,2011-06-25,20-JUN-2001->21-JUN-2011,
ZBU1,future_series,ZB,U1,PJA T BONDS Sep1->ace T BONDS Sep1->US T BONDS SEP1,1998-12-22,,2011-09-21,2011-09-21,19-SEP-2001->21-SEP-2011,
ZBZ1,future_series,ZB,Z1,PJA T BONDS Dec1->ace T BONDS Dec1->US T BONDS DEC1,1999-09-22,,2011-12-20,2011-12-20,19-DEC-2001->21-DEC-2011->20-DEC-2011,
ZCH1,future_series,ZC,H1,CORN Mar1->CORN MAR1,2000-08-25,,2011-03-14,2011-03-19,14-MAR-2001->14-MAR-2011,
ZCK1,future_series,ZC,K1,CORN May1->CORN MAY1,2000-08-25,,2011-05-13,2011-05-14,14-MAY-2001->13-MAY-2011,
ZCN1,future_series,ZC,N1,CORN Jul1->CORN JUL1,2000-08-25,,2011-07-14,2011-07-14,13-JUL-2001->14-JUL-2011,
ZCU1,future_series,ZC,U1,CORN Sep1->CORN SEP1,2000-08-25,,2011-09-14,2011-09-14,14-SEP-2001->14-SEP-2011,
ZCZ1,future_series,ZC,Z1,CORN Dec1->CORN DEC1,2000-08-25,,2011-12-14,2011-12-14,14-DEC-2001->14-DEC-2011,
ZFH1,future_series,ZF,H1,PJA 5YR NT Mar1->PJA 5YR TN Mar1->ace 5YR TN Mar1->5YR T NOTES MAR1,1999-12-22,,2011-03-31,2011-04-02,21-MAR-2001->31-MAR-2011,
ZFM1,future_series,ZF,M1,PJA 5YR NT Jun1->PJA 5YR TN Jun1->ace 5YR TN Jun1->5YR T NOTES JUN1,2000-03-23,,2011-06-30,2011-06-27,20-JUN-2001->21-JUN-2011->30-JUN-2011,
ZFU1,future_series,ZF,U1,PJA 5YR NT Sep1->PJA 5YR TN Sep1->ace 5YR TN Sep1->5YR T NOTES SEP1,2000-06-22,,2011-09-30,2011-09-30,19-SEP-2001->30-SEP-2011,
ZFZ1,future_series,ZF,Z1,ace 5YR TN Dec1->5YR T NOTES DEC1,2000-09-21,,2011-12-30,2011-12-30,19-DEC-2001->30-DEC-2011,
ZLF1,future_series,ZL,F1,SOYBEAN OIL Jan1->SOYBEAN OIL JAN1,2000-08-25,,2011-01-14,2011-01-22,12-JAN-2001->14-JAN-2011,
ZLH1,future_series,ZL,H1,SOYBEAN OIL Mar1->SOYBEAN OIL MAR1,2000-08-25,,2011-03-14,2011-03-19,14-MAR-2001->14-MAR-2011,
ZLK1,future_series,ZL,K1,SOYBEAN OIL May1->SOYBEAN OIL MAY1,2000-08-25,,2011-05-13,2011-05-14,14-MAY-2001->13-MAY-2011,
ZLN1,future_series,ZL,N1,SOYBEAN OIL Jul1->SOYBEAN OIL JUL1,2000-08-25,,2011-07-14,2011-07-14,13-JUL-2001->14-JUL-2011,
ZLQ1,future_series,ZL,Q1,SOYBEAN OIL Aug1->SOYBEAN OIL AUG1,2000-08-25,,2011-08-12,2011-08-12,13-AUG-2001->14-AUG-2001->12-AUG-2011,
ZLU1,future_series,ZL,U1,SOYBEAN OIL Sep1->SOYBEAN OIL SEP1,2000-08-25,,2011-09-14,2011-09-14,14-SEP-2001->14-SEP-2011,
ZLV1,future_series,ZL,V1,SOYBEAN OIL Oct1->SOYBEAN OIL OCT1,2000-08-25,,2011-10-14,2011-10-14,12-OCT-2001->14-OCT-2011,
ZLZ1,future_series,ZL,Z1,SOYBEAN OIL Dec1->SOYBEAN OIL DEC1,2000-08-25,,2011-12-14,2011-12-14,14-DEC-2001->14-DEC-2011,
ZMF1,future_series,ZM,F1,SOY MEAL Jan1->SOY MEAL JAN1,2000-08-25,,2011-01-14,2011-01-22,12-JAN-2001->14-JAN-2011,
ZMH1,future_series,ZM,H1,SOY MEAL Mar1->SOY MEAL MAR1,2000-08-25,,2011-03-14,2011-03-19,14-MAR-2001->14-MAR-2011,
ZMK1,future_series,ZM,K1,SOY MEAL May1->SOY MEAL MAY1,2000-08-25,,2011-05-13,2011-05-14,14-MAY-2001->13-MAY-2011,
ZMN1,future_series,ZM,N1,SOY MEAL Jul1->SOY MEAL JUL1,2000-08-25,,2011-07-14,2011-07-14,13-JUL-2001->14-JUL-2011,
ZMQ1,future_series,ZM,Q1,SOY MEAL Aug1->SOY MEAL AUG1,2000-08-25,,2011-08-12,2011-08-12,13-AUG-2001->14-AUG-2001->12-AUG-2011,
ZMU1,future_series,ZM,U1,SOY MEAL Sep1->SOY MEAL SEP1,2000-08-25,,2011-09-14,2011-09-14,14-SEP-2001->14-SEP-2011,
ZMV1,future_series,ZM,V1,SOY MEAL Oct1->SOY MEAL OCT1,2000-08-25,,2011-10-14,2011-10-14,12-OCT-2001->14-OCT-2011,
ZMZ1,future_series,ZM,Z1,SOY MEAL Dec1->SOY MEAL DEC1,2000-08-25,,2011-12-14,2011-12-14,14-DEC-2001->14-DEC-2011,
ZNH1,future_series,ZN,H1,PJA 10YR NT Mar1->PJA 10YR TN Mar1->ace 10YR TN Mar1->10YR TNotes MAR1,1999-12-22,,2011-03-22,2011-03-26,21-MAR-2001->22-MAR-2011,
ZNM1,future_series,ZN,M1,PJA 10YR NT Jun1->PJA 10YR TN Jun1->ace 10YR TN Jun1->10YR TNotes JUN1,2000-06-22,,2011-06-21,2011-06-25,20-JUN-2001->21-JUN-2011,
ZNU1,future_series,ZN,U1,ace 10YR TN Sep1->10YR TNotes SEP1,2000-09-21,,2011-09-21,2011-09-21,19-SEP-2001->21-SEP-2011,
ZNZ1,future_series,ZN,Z1,ace 10YR TN Dec1->10YR TNotes DEC1,2000-12-20,,2011-12-20,2011-12-20,19-DEC-2001->21-DEC-2011->20-DEC-2011,
ZSF1,future_series,ZS,F1,SOYBEANS Jan1->SOYBEANS JAN1,2000-08-25,,2011-01-14,2011-01-22,12-JAN-2001->14-JAN-2011,
ZSH1,future_series,ZS,H1,SOYBEANS Mar1->SOYBEANS MAR1,2000-08-25,,2011-03-14,2011-03-19,14-MAR-2001->14-MAR-2011,
ZSK1,future_series,ZS,K1,SOYBEANS May1->SOYBEANS MAY1,2000-08-25,,2011-05-13,2011-05-14,14-MAY-2001->13-MAY-2011,
ZSN1,future_series,ZS,N1,SOYBEANS Jul1->SOYBEANS JUL1,2000-08-25,,2011-07-14,2011-07-14,13-JUL-2001->14-JUL-2011,
ZSQ1,future_series,ZS,Q1,SOYBEANS Aug1->SOYBEANS AUG1,2000-08-25,,2011-08-12,2011-08-12,13-AUG-2001->14-AUG-2001->12-AUG-2011,
ZSU1,future_series,ZS,U1,SOYBEANS Sep1->SOYBEANS SEP1,2000-08-25,,2011-09-14,2011-09-14,14-SEP-2001->14-SEP-2011,
ZSX1,future_series,ZS,X1,SOYBEANS Nov1->SOYBEANS NOV1,2000-08-25,,2011-11-14,2011-11-14,14-NOV-2001->14-NOV-2011,
ZTH1,future_series,ZT,H1,PJA 2YR NT Mar1->ace 2YR NT Mar1->2YR T-NOTES MAR1,2000-01-01,,2011-03-31,2011-04-02,30-MAR-2001->31-MAR-2011,
ZTM1,future_series,ZT,M1,PJA 2YR NT Jun1->ace 2YR NT Jun1->2YR T-NOTES JUN1,2000-04-01,,2011-06-30,2011-06-27,29-JUN-2001->21-JUN-2011->30-JUN-2011,
ZTU1,future_series,ZT,U1,PJA 2YR NT Sep1->ace 2YR NT Sep1->ace 2YR NT SEP1->ace 2YR NT Sep1->2YR T-NOTES SEP1,2000-06-29,,2011-09-30,2011-09-30,28-SEP-2001->27-SEP-2001->28-SEP-2001->30-SEP-2011,
ZTZ1,future_series,ZT,Z1,ace 2YR NT Dec1->2YR T-NOTES DEC1,2000-09-30,,2011-12-30,2011-12-30,31-DEC-2001->30-DEC-2011,
ZWH1,future_series,ZW,H1,WHEAT Mar1->WHEAT MAR1,2000-08-25,,2011-03-14,2011-03-19,14-MAR-2001->14-MAR-2011,
ZWK1,future_series,ZW,K1,WHEAT May1->WHEAT MAY1,2000-08-25,,2011-05-13,2011-05-14,14-MAY-2001->13-MAY-2011,
ZWN1,future_series,ZW,N1,WHEAT Jul1->WHEAT JUL1,2000-08-25,,2011-07-14,2011-07-14,13-JUL-2001->14-JUL-2011,
ZWU1,future_series,ZW,U1,WHEAT Sep1->WHEAT SEP1,2000-08-25,,2011-09-14,2011-09-15,14-SEP-2001->14-SEP-2011,
ZWZ1,future_series,ZW,Z1,WHEAT Dec1->WHEAT DEC1,2000-08-25,,2011-12-14,2011-12-15,14-DEC-2001->14-DEC-2011,
